CaseID,Organization,Use Case Title,Description,Org Industry,Use Case Industry,Subindustry Tags,Use Case Domain,Tool/Technology,Outcomes & Benefits,Source URL,Source,From,Reason Excluded,Status
aicase-x0685,Samtrafiken,Building a Scalable Solution for Digital Ticket Distribution Using AWS,"Samtrafiken faced the challenge of modernizing ticket distribution for Sweden's national railway, aiming to enhance the travel experience for passengers. To address this, they developed a scalable digital ticket distribution solution using AWS services, which integrates various regional ticket systems into a cohesive platform. This approach not only ensures a remarkable 99.99% uptime but also facilitates the circulation of 2,000 digital tickets in Stockholm. With plans to connect all existing systems by 2025, the impact of this initiative promises to create a seamless travel experience across all public transport in Sweden, significantly improving accessibility and convenience for travelers.",Transportation & Logistics,Transportation & Logistics,"Public Transit, Railway Systems, Digital Ticketing",IT & Platform,AWS Fargate ; Amazon Aurora Serverless,"• Achieved 99.99% uptime for the digital ticket distribution solution.  
• Circulating 2,000 digital tickets in Stockholm.  
• Aiming to connect all existing regional ticket systems by 2025.  
• Integrated multiple regional ticket systems for a seamless travel experience.  
• Leveraged AWS services, including AWS Fargate and Amazon Aurora Serverless.",https://aws.amazon.com/solutions/case-studies/samtrafiken/?did=cr_card&trk=cr_card,AWS,v9,Not truly AI,Excluded
aicase-x0686,SAP,AWS for RISE with SAP,"Organizations often face challenges in transforming their operations to meet modern demands, particularly when migrating to advanced systems like SAP S/4HANA Cloud. To address this, AWS offers a robust cloud environment specifically designed for RISE with SAP, providing access to over 200 AWS services and extensive SAP Business Technology Platform (BTP) services. This approach not only facilitates a smoother migration process but also enhances performance through the AWS Nitro System, bolsters security with adherence to 143 security and compliance standards, and ensures reliability by leveraging the world's most dependable cloud infrastructure. As a result, businesses can achieve improved operational efficiency and a more secure, reliable IT environment.",Technology,Technology,"Enterprise Software, Cloud Migration, ERP Systems",IT & Platform,SAP S/4HANA Cloud ; SAP BTP ; AWS ; AWS Nitro System,"• Boost performance with the AWS Nitro System  
• Bolster security with 143 security and compliance standards  
• Enhance reliability with the world’s most reliable cloud  
• Enable transformation of operations using over 200 AWS services  
• Provide expert support and free online training for migration to SAP S/4HANA Cloud",https://aws.amazon.com/solutions/case-studies/sap-generative-ai-fireside-chat/?did=cr_card&trk=cr_card,AWS,v9,Marketing fluff,Excluded
aicase-x0687,Save the Children Spain,Save the Children and Devoteam Success Story,"Save the Children Spain faced challenges in effectively managing donor data and optimizing fundraising campaigns, which hindered their outreach efforts. To address this, they partnered with Devoteam and AWS to implement a cloud-based data lake solution that consolidated data from various sources into a unified architecture. This strategic approach not only enhanced donor insights but also allowed for more personalized outreach, ultimately leading to a 10% improvement in campaign performance. Additionally, the organization achieved a significant reduction in operational costs by €12,000 annually, while successfully migrating 147.5 million data records in just five months. This transformation has positioned Save the Children Spain to better engage with donors and maximize their fundraising potential.",Healthcare,Nonprofit & NGO,"humanitarian aid, fundraising, donor management",Marketing,Amazon AppFlow ; AWS Lambda ; Amazon S3 ; Amazon Aurora ; AWS Database Migration Service,"• €12,000 reduction in annual costs  
• 10% improvement in campaign performance  
• 147.5 million data records migrated in 5 months  
• Enhanced donor insights and campaign effectiveness  
• More personalized donor outreach and optimized fundraising efforts",https://aws.amazon.com/solutions/case-studies/save-the-children-spain-devoteam/,AWS,v9,Not truly AI,Excluded
aicase-x0688,Sony,"Unifies Platform on EKS, achieving 5x Faster Deployments & 60% Lower Costs","Sony faced challenges with fragmented platforms that hindered deployment speed and increased operational costs. To address these issues, the organization unified its infrastructure on Amazon Elastic Kubernetes Service (EKS), streamlining their processes and enhancing efficiency. This strategic move resulted in a remarkable fivefold increase in deployment speed, allowing for quicker updates and innovations. Additionally, by consolidating their platform, Sony achieved a 60% reduction in operational costs, significantly improving their overall financial performance. The successful implementation of EKS not only optimized their IT operations but also positioned Sony for future growth and agility in a competitive market.","Media, Entertainment & Sports","Media, Entertainment & Sports","Entertainment Technology, Platform Engineering, Cloud Infrastructure",IT & Platform,Amazon EKS,"• Unified platform on Amazon EKS  
• Achieved 5x faster deployments  
• Reduced operational costs by 60%",https://aws.amazon.com/solutions/case-studies/sony-eks-case-study/?did=cr_card&trk=cr_card,AWS,v9,Not truly AI,Excluded
aicase-x0689,Telefónica Tech,Telefónica Tech Drives Digital Transformation with AWS,"Telefónica Tech faced the challenge of significantly increasing its cloud revenue, targeting a tenfold growth within five years. To address this, the organization implemented a comprehensive training initiative aimed at enhancing the skills of its workforce. By certifying nearly 80% of its employees with over 400 AWS Certifications and more than 800 AWS Partner Accreditations, Telefónica Tech empowered its team to better support customers in their digital transformation journeys. As a result of these efforts, the company experienced a 30% increase in new sales opportunities and achieved a remarkable 28% year-over-year growth in revenue, demonstrating the substantial impact of investing in employee training and development.",Technology,Technology,"Cloud Services, Digital Transformation, Professional Certification",Training & L&D,AWS Training and Certification,"• Achieved a 30% increase in new sales opportunities compared to the previous year.  
• Experienced 28% year-over-year growth in revenue following training initiatives.  
• Certified nearly 80% of the workforce with over 400 AWS Certifications and more than 800 AWS Partner Accreditations.  
• Aimed to increase cloud revenue by 10 times in five years through training initiatives.  
• Enabled effective customer assistance in digital transformation journeys.",https://aws.amazon.com/solutions/case-studies/telefonica-tech-training-certification-case-study/?did=cr_card&trk=cr_card,AWS,v9,Not truly AI,Excluded
aicase-x0690,TRACAB,Unlocking New Match Insights with AWS,"TRACAB faced challenges in efficiently tracking sports data and delivering timely insights, which limited their ability to enhance user experiences. To address this, they migrated to AWS, utilizing services like Amazon EC2, DynamoDB, and ElastiCache for Redis to automate data collection and streamline processes. This approach enabled TRACAB to collect over 255 million data points per match with an impressive average latency of just 0.85 seconds. As a result, they significantly reduced manual work, expanded their analytics capabilities, and successfully deployed their solutions to nearly 200 stadiums, supporting over 2000 matches annually. The impact of this migration has transformed TRACAB's offerings in near real-time sports analytics.","Media, Entertainment & Sports","Media, Entertainment & Sports","Sports Analytics, Real-time Data Processing, Sports Technology",Data & Analytics,Amazon EC2 ; Amazon DynamoDB ; Amazon ElastiCache for Redis,"• Collected over 255 million data points per match  
• Achieved an average latency of 0.85 seconds  
• Reduced manual work through automation  
• Deployed to nearly 200 stadiums, supporting over 2000 matches per year",https://aws.amazon.com/solutions/case-studies/tracab?did=cr_card&trk=cr_card,AWS,v9,Not truly AI,Excluded
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
